0,7811,7923,246,4176,7294,4367,349,609,1132,5288,7188,5926,4210,3279,5653,8173,842,8013,893,5008,
1,6968,3074,1968,1378,360,1550,5732,7387,6042,1325,1078,7783,3958,7154,3006,4254,3472,3577,4052,6813,
2,4056,3129,4252,6718,4889,1428,3681,5802,3346,4386,6958,8048,2066,6410,159,137,2522,1133,6357,1390,
3,7600,273,2185,5951,7556,6260,5714,2891,1312,3020,1309,3064,329,5230,3333,207,856,8142,5455,1482,
4,6875,7687,4674,6007,7456,5513,169,4999,4490,3898,6883,634,3423,2619,7338,392,3217,151,3930,1001,
5,6312,7385,6035,2325,5546,1485,138,1906,3618,2318,8047,1326,2594,4365,4888,2124,4574,6515,8066,5992,
6,6304,955,5716,1236,5093,5161,4113,5692,17,7901,3120,438,6029,4759,1267,6623,3911,1040,5585,5027,
7,7397,3427,7353,592,376,7214,7773,441,8212,2234,6343,1778,2194,5000,7929,7796,390,3430,6588,6533,
8,1993,6496,2834,4950,7385,1366,3961,7010,5564,4650,101,3695,1708,325,5782,2611,2423,4969,6840,8111,
9,7863,946,6350,4020,1064,7478,7876,8241,1862,5178,7264,6409,3657,6960,7176,5021,6887,3855,6610,6158,
10,6310,6031,929,45,4551,3176,2174,4703,776,2159,6283,3344,5703,5649,3814,4225,6774,5241,4033,793,
11,8258,1443,6351,3956,2773,4757,4616,2450,7771,4953,4919,3533,5907,52,7827,5716,1147,4171,7882,5895,
12,7806,7772,6852,2825,917,1023,7390,7963,6886,1378,2656,7042,4482,4609,277,360,7541,6230,7106,5548,
13,7445,264,3512,993,5812,7348,7909,3787,7760,941,6189,3073,1985,2085,965,3190,6596,4496,4556,7907,
14,5115,435,7933,565,4261,7734,6348,3097,1557,1760,2635,3609,4009,3375,5740,4373,6689,6640,7617,6394,
15,3885,2138,1874,4785,5601,8085,6360,1668,5501,1603,581,3120,7981,3399,3304,2216,2216,2562,7623,2608,
16,1546,968,3098,6390,1469,4684,2638,3583,6469,1717,7682,647,4752,4271,8218,3627,8121,6068,6865,1267,
17,2807,6749,5535,4133,8187,6180,2004,2251,5750,7362,7770,2524,2116,8188,3057,7699,4311,2227,1993,4884,
18,1437,1772,4701,7558,5834,7023,3168,2391,33,6841,2386,2477,2093,6200,6390,4463,923,963,7252,679,
19,3582,3958,46,4638,1423,4781,5552,4765,7168,297,2032,7397,6898,6185,5801,5067,5812,945,5860,1282,
20,2199,6372,3124,495,2252,2691,4534,864,1701,6488,2790,3280,3484,7733,3743,7965,4809,3263,2140,7510,
21,1248,1206,7969,3278,6405,7269,3002,2610,1659,899,8208,7330,6134,6444,1125,3382,6817,3236,7958,107,
22,5006,5579,5921,7815,7291,7459,5744,5564,3421,6586,3753,1132,1243,2115,8212,5423,4259,304,7840,5691,
23,1665,4890,7689,5914,1556,5139,1970,945,379,6496,2460,7542,6702,3490,1481,3091,1570,3168,4493,8280,
24,4103,2621,2142,4425,986,1262,543,5717,1914,4290,4486,5387,3989,5843,1412,5837,2421,6524,1690,5077,
25,4848,1444,433,1928,4314,6011,7164,347,1239,4311,4202,1657,369,7170,2297,6334,2328,1697,3598,8274,
26,4214,5140,5722,4992,1580,1225,382,3109,689,4041,3415,618,1007,4478,3718,4143,4615,53,7809,1004,
27,5531,4666,8166,6994,3415,5380,4713,2714,4644,5764,1714,7534,2228,2743,8081,6580,3960,477,6121,7421,
28,6662,3783,8201,5883,6302,4493,3543,1620,3625,4940,2521,5846,3661,207,5784,1807,2852,7973,65,1812,
29,5246,3442,4499,1260,6261,5919,1568,3057,4112,6755,289,3047,6230,5273,7345,946,2033,2967,5674,1426,
30,4159,1631,4131,3403,1779,6392,3918,5713,1665,7672,2285,7203,4312,3687,2093,737,1682,4668,4370,2752,
31,1063,57,2268,1711,145,4200,4108,7182,579,5641,5941,660,7044,5580,5618,647,239,4291,1381,7353,
32,1909,7140,7726,2209,3760,1759,388,3283,5523,2683,7115,5107,5493,4065,7635,5459,8013,7380,7022,3065,
33,1646,964,5819,1625,2809,6422,4800,3765,5239,2611,4813,5836,4779,7679,595,814,2512,5277,3964,6642,
34,3605,5199,8037,6685,3550,4808,7930,5659,7533,5981,1570,5304,4732,3023,4257,5669,7998,2585,3459,7295,
35,4890,3255,7264,1423,5195,3376,272,6491,7674,368,2648,3413,4124,1140,2105,2328,6174,3014,5543,7230,
36,4549,2367,3715,339,2235,740,6773,1667,6244,1954,5324,7579,1827,6247,5788,4774,7830,5326,4342,1266,
37,4956,3671,1367,4157,4608,5830,1315,5105,489,7519,3781,94,4630,3658,902,1574,4391,1881,4606,6101,
38,1888,1986,5931,6863,3282,1208,2291,3047,2804,5416,8003,1215,2509,7053,1468,4509,6813,6540,8126,23,
39,3369,1577,6040,606,5081,2571,1453,3577,5137,6315,1288,7390,7567,7727,2991,1646,1677,1845,2088,7930,
40,761,6456,2369,2183,6083,2825,483,1406,4234,1725,300,4432,7917,1396,6247,1733,3671,1356,3757,6076,
41,6371,6520,2800,2400,6126,4730,999,524,5656,1736,2108,5950,3318,1658,4269,3283,5657,2767,5960,3682,
42,4140,697,659,4819,2630,4704,6613,2288,6309,5227,6902,1940,1979,94,4812,1544,8021,7859,1389,2289,
43,474,5946,8157,3516,5151,6246,2192,958,614,6264,1454,6220,4092,5403,5310,296,516,3651,6480,2774,
44,2107,2436,1085,4254,2485,5092,5820,1930,7878,4162,1787,6943,3435,4175,7010,6766,4325,3,3840,738,
45,2302,5506,4307,2202,6617,6965,4261,3242,1945,7256,4932,3580,3624,57,1697,7536,1019,6355,7433,3556,
46,5281,3872,640,7963,3913,6488,6039,5494,4046,3294,5349,4683,7266,2633,3521,6399,2052,6803,303,8271,
47,2854,8081,6531,4956,7953,6665,2123,6783,4764,4749,1728,220,3512,5844,4834,5014,1754,4008,7098,6987,
48,1383,2276,4375,7811,2753,2922,8290,7669,8059,7756,1980,7064,1883,3314,34,4454,3728,3518,4980,7969,
49,466,5950,3616,679,3057,3485,6235,1684,2637,5380,3715,2481,3066,1113,4857,3705,410,7977,5776,1380,
50,2945,2410,1748,5927,2919,2041,6798,2319,4408,6241,1419,2234,4565,2223,7299,4267,4413,446,4397,3692,
51,2499,6957,8220,2506,3643,1684,3013,5832,1820,2987,1927,4435,7484,7929,1151,4735,4204,4001,6882,7167,
52,5589,3272,6369,502,1252,842,379,855,4286,711,5488,3866,4439,7771,3229,7634,733,5759,1513,1170,
53,819,2205,7812,7080,5429,1877,7452,2308,3445,4322,3927,3087,2361,8238,5940,6478,5938,1915,3560,7127,
54,2640,1015,3714,2407,3128,5534,1694,912,2661,4998,4805,4177,5383,7870,4440,6646,625,2213,2154,7771,
55,6915,3258,3569,5980,4966,4940,723,1708,2337,2531,7585,6793,1268,7550,2294,1196,7386,6374,1401,7387,
56,6714,6668,6197,17,6029,2230,4652,5028,416,3244,7359,621,6018,7131,4837,5065,2969,506,3007,5012,
57,4544,5800,5925,5877,7379,7179,5611,747,5548,2534,3628,6854,8225,7233,4605,3880,1161,8280,2203,4066,
58,6307,130,534,6770,7557,7508,3921,2831,6495,8282,6125,4139,3015,2423,7976,3991,6803,1169,3252,3918,
59,4301,7726,2944,344,3050,410,4734,4435,24,2034,4307,862,6340,2931,5252,4405,1371,7075,6052,6583,
60,3339,1110,6397,1941,5856,4760,4955,3436,423,1231,6770,515,409,6860,5075,7603,4172,4013,1202,6475,
61,5989,7903,2776,4009,7865,1864,7565,1441,4649,2509,4810,7594,2242,7358,6913,565,492,6610,4303,6386,
62,2735,5229,8263,5411,3166,6895,1291,1864,7045,3220,5451,3068,1557,4690,6401,5872,3266,1774,6899,4919,
63,1058,6897,3562,4040,1918,58,6533,7374,1169,7975,7643,3585,3242,3795,4385,5044,1314,8181,1175,2247,
64,5862,1673,3939,662,7611,3439,1602,1432,1878,3589,3550,4810,2961,5552,2622,6348,4811,6597,4733,5022,
65,3713,6362,1502,2118,6561,7872,251,8190,6401,4153,5350,1259,3506,4923,7049,7406,7844,3730,2752,2859,
66,187,2974,5381,2895,5771,6356,6860,3468,2122,4449,7116,1267,6412,1545,2655,745,2742,6156,486,1138,
67,7159,7386,5789,4293,4452,6572,3237,6021,5049,8082,2153,3392,4649,4650,3963,4561,5368,5067,2171,4447,
68,6799,6062,2787,8026,5174,3780,2757,3000,5904,6660,7282,3915,2274,4524,5909,2183,7764,1994,4732,5803,
69,4416,3055,5493,987,7394,5261,5411,5630,5743,5877,1852,1162,5305,3771,2971,6822,886,6661,6956,3338,
70,701,5882,350,731,1767,5860,5312,2440,4355,211,6783,3701,3845,1889,5236,7003,599,3174,565,7102,
71,6873,6621,4320,792,6806,712,5768,6955,1394,6276,7804,3754,2730,6643,5253,6047,3094,7739,4995,6612,
72,7134,2731,92,6491,5713,4056,4798,6721,2231,1993,2862,4117,7178,4545,7485,2885,791,493,1831,2638,
73,6848,2817,1488,1527,7121,8236,2758,3291,7088,5485,4525,4186,6611,1510,8124,1420,7678,4804,7165,49,
74,3721,4957,5643,3302,5104,7788,3544,4602,5428,6700,5587,8257,805,3739,5084,976,1800,4980,1157,8239,
75,4930,2313,5274,986,2926,4789,1194,44,4281,7085,6594,6916,86,7966,4220,904,5,3834,8237,525,
76,6801,5225,6551,505,3607,44,3097,7320,454,1221,7314,2227,8078,1880,5984,4411,3422,758,6560,4502,
77,8061,657,677,3349,270,6685,1104,7579,1984,1584,5995,2392,4659,6484,4648,4393,5659,6795,7577,1505,
78,3734,1023,7529,7627,6865,4509,20,4487,7402,5859,7036,3568,6493,8113,1673,6937,2967,3749,7328,6063,
79,487,7665,4276,6215,3081,1587,4467,3422,5585,3881,2114,4306,3743,851,5238,7884,1935,6838,6927,2508,
80,5759,1622,3757,176,4826,3801,6572,4983,7912,3108,8210,955,2803,2205,4293,1558,3067,6749,3999,7280,
81,8201,3233,1695,4373,7360,3092,3728,5721,5762,7583,7724,6543,3248,2199,6656,4153,7861,463,6264,7278,
82,3595,7482,7385,6755,5993,3983,1737,4422,1449,287,466,6213,6696,501,7027,1024,2443,5044,1661,4235,
83,3451,3412,5969,6597,6221,541,5008,8037,6334,5040,5319,4787,5241,1856,3765,1116,2126,7379,4228,3570,
84,4455,7643,4632,5679,7470,7447,858,5645,4648,7404,2654,41,5905,6733,8042,2572,8276,1535,6306,4962,
85,4372,3242,383,7338,5839,4470,3366,187,5425,1649,8169,943,13,3266,8152,2208,7827,1648,4563,470,
86,883,6467,932,7027,1871,4058,6765,1297,4001,2285,379,321,6710,2821,6447,851,6135,3104,682,4062,
87,617,515,5221,1371,6139,2537,6722,7625,5859,364,511,4121,6746,3368,7639,2857,1022,1962,4919,2091,
88,4611,3458,1575,198,5788,8080,8183,626,2780,4398,1231,6032,3769,602,2837,4582,268,682,3515,4354,
89,5118,2281,3546,7069,5007,2853,4121,6347,5579,2974,5867,7447,4975,8041,7792,3267,1121,3838,1627,6194,
90,5386,748,3869,3290,7682,1597,2293,932,4337,1160,1224,346,1678,3708,2578,6558,2925,7801,8205,3239,
91,6804,2227,2060,1274,6351,5255,2724,3211,2767,1257,1990,6133,5551,2899,755,3466,8191,6378,6676,1273,
92,5601,6182,3635,6321,5300,975,6406,1499,5991,1056,2690,1577,5314,5567,2262,5361,181,4934,4446,5725,
93,7835,5641,601,1278,1503,5996,1592,854,897,5492,5266,7892,5515,4362,6964,7459,5310,4577,7995,4570,
94,2951,4138,6352,2989,6140,8284,3287,7506,2268,2221,3439,7105,5614,142,5054,3277,7991,935,1413,4314,
95,1615,4824,4866,3045,3919,2696,6897,8023,5333,6858,1094,274,3928,5890,113,2210,729,2471,2684,3649,
96,6315,5379,4284,6118,7568,2044,4193,732,1268,5861,1229,412,3706,4893,6829,1130,4148,4413,1635,6412,
97,2285,6422,3079,3560,138,3590,3212,4128,1800,3215,4017,4871,4384,7057,5832,689,7759,2748,7326,6280,
98,6438,7351,8184,1758,4950,6991,4941,7339,3759,560,5828,3807,1593,3265,3538,7559,5079,1437,6593,6845,
99,6241,5438,3686,5523,5563,728,1801,814,5230,2867,7608,4983,119,2825,6822,6425,6167,4512,2108,2594,
100,2181,6554,279,22,7342,1464,1431,5991,4368,4672,2066,6387,5336,1054,5305,2474,937,8004,252,570,
101,1794,7417,5271,2204,428,839,7684,4353,7389,5278,2094,7329,7173,330,1163,3623,7,235,4045,1717,
102,1034,3135,5868,6471,495,1228,5754,8062,878,2027,8217,5598,947,4360,8295,1868,1007,3797,8006,2204,
103,2885,2342,1489,400,413,354,1374,4732,5170,5602,3249,4143,2520,4666,5891,5801,5935,3890,1483,1657,
104,4464,1188,6136,6263,7663,3065,5075,5936,3953,2790,3324,2978,7217,4125,7937,483,8005,8253,2191,4280,
105,1286,7901,4312,2009,3232,7945,7567,2696,6535,1230,3549,4856,877,5100,7284,7911,4195,3399,918,3596,
106,8296,1537,7302,6874,2178,2314,4411,6489,3788,51,8233,8030,5933,942,4200,4166,205,269,7504,7047,
107,2334,6718,422,5520,12,3007,3428,6350,438,1329,2887,580,301,6985,2933,6026,3355,8193,3944,3362,
108,2260,7641,533,6109,2750,5934,2392,4082,3435,8011,7611,4841,3469,7143,6659,4877,1986,2691,7750,4537,
109,3756,6854,5324,2229,3610,2469,2068,4724,2582,7137,2549,6508,2203,3530,7747,6184,5774,632,7404,1121,
110,6864,2570,6614,1189,4017,6047,2234,4913,3054,8115,2483,623,7845,2722,6839,4806,6015,223,6967,7667,
111,198,3758,2057,4155,8185,799,7346,8293,7425,1125,6308,7833,2637,2322,3915,1808,3867,5206,2123,2944,
112,1702,4983,5161,1256,7083,4011,7268,1943,5928,5871,1020,1604,734,3833,196,6607,4539,4759,7308,5671,
113,4237,5190,3287,3722,7647,1083,399,5990,4211,3790,2379,6040,3184,3044,6420,8234,4340,5587,5495,1090,
114,6510,6185,7410,1780,1848,501,1819,2672,8216,1114,4421,3462,132,3637,3919,2871,1832,2484,1244,2746,
115,4690,4394,2196,2961,3911,4071,1108,5859,5938,3436,6385,1896,5479,308,5476,1235,3773,6523,6224,4273,
116,3256,7344,3402,2942,251,4649,4559,8116,6738,6380,1614,4947,7518,3997,996,6700,797,3939,6111,7976,
117,5896,6917,5833,3359,7538,3510,3555,4721,6630,4056,1153,560,5018,5517,5037,873,2674,8009,3508,339,
118,3348,3151,4330,2193,2411,3184,6298,5821,6849,5443,5775,119,7991,3036,955,6921,1950,4192,2770,199,
119,2080,4781,1366,497,3111,7403,6216,5662,3884,1984,949,6144,1198,4495,3225,6592,6418,7861,2959,635,
120,3677,6658,5679,1491,2935,5553,1754,7830,6623,1687,4575,5,2980,4855,528,264,7527,3024,6336,3210,
121,1649,8118,6487,4668,7961,5170,5340,3216,857,7335,6038,3656,3941,2144,6324,5958,4183,6074,1850,7913,
122,5595,1977,957,688,209,2676,2101,2869,5932,7508,3726,985,4031,4810,2146,1452,3390,1194,5227,4016,
123,4955,2291,2649,2720,5674,3054,7750,7235,1670,6461,2306,5965,7779,566,5429,3543,7049,7113,192,425,
124,5132,7564,5712,5665,6499,2911,2769,6315,7627,3416,1626,3634,5820,1178,1350,992,6923,3643,1223,1716,
125,7243,4621,4767,7535,7101,2069,7912,1846,2817,1594,4945,5528,1392,74,4826,5562,5386,4498,2778,7341,
126,2701,3527,1746,2272,2942,3304,1810,5152,5309,5807,1667,781,583,3726,2323,110,7481,6572,2708,7199,
127,2273,5315,2683,630,5106,1698,5296,241,1985,4062,7383,4025,3498,3760,7972,7368,3516,7956,4807,923,
128,891,5398,6447,2570,7854,249,1936,2819,1562,1128,5637,5925,7818,2200,2097,1463,6950,5313,2018,8059,
129,3402,2786,6921,3950,1841,7701,7902,3515,2984,3579,7413,4239,559,7712,6828,3307,2294,1241,3295,2371,
